"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761534","1992-08-04","1992-08-04","Catalog coverage dates","DC - Iraq August 4, 1992 11:00 - 12:00 Situation Room","90044-022","Series context and cross-volume routing","Series context","verified","true","598604","598604","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–022, DC—Iraq August 4, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761534","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-022.pdf"
"470761535","1992-08-08","1992-08-08","Catalog coverage dates","DC - Iraq August 8, 1992 10:00 - 11:00 Situation Room","90044-023","Series context and cross-volume routing","Series context","verified","true","588771","588771","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–023, DC—Iraq August 8, 1992 10:00—11:00 Situation Room.","https://catalog.archives.gov/id/470761535","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-023.pdf"
"470761536","1992-08-14","1992-08-14","Catalog coverage dates","DC - Somalia August 14, 1992 14:00 - 15:00 Situation Room","90044-024","Series context and cross-volume routing","Series context","verified","true","1098602","1098602","Catalog objectFileSize","Restricted - Possibly","0","0","0","3","10","9","0","9","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–024, DC—Somalia August 14, 1992 14:00—15:00 Situation Room.","https://catalog.archives.gov/id/470761536","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-024.pdf"
"470761537","1992-08-20","1992-08-20","Catalog coverage dates","DC - Somalia August 20, 1992 15:00 - 16:00 Situation Room","90044-025","Series context and cross-volume routing","Series context","verified","true","937865","937865","HTTP Content-Length","Restricted - Possibly","0","0","0","2","8","7","0","7","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–025, DC—Somalia August 20, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761537","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-025.pdf"
"470761538","1992-09-04","1992-09-04","Catalog coverage dates","DC Meeting - Somalia September 4, 1992 16:00 - 17:00 Situation Room","90044-026","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","1478991","1478991","HTTP Content-Length","Restricted - Possibly","0","0","0","1","15","13","0","13","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–026, DC Meeting—Somalia September 4, 1992 16:00—17:00 Situation Room.","https://catalog.archives.gov/id/470761538","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-026.pdf"
"470761539","1992-09-09","1992-09-09","Catalog coverage dates","DC Meeting - Yugoslavia September 9, 1992 15:00 - 16:00 Situation Room","90044-027","Series context and cross-volume routing","Series context","verified","true","1795179","1795179","HTTP Content-Length","Restricted - Possibly","0","0","0","0","11","16","0","10","0","0","0","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–027, DC Meeting—Yugoslavia September 9, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761539","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-027.pdf"
"470761540","1992-09-11","1992-09-11","Catalog coverage dates","DC Meeting - Yugoslavia September 11, 1992 16:00 - 17:00 Situation Room","90044-028","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","1620638","1620638","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","19","4","7","0","4","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–028, DC Meeting—Yugoslavia September 11, 1992 16:00—17:00 Situation Room.","https://catalog.archives.gov/id/470761540","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-028.pdf"
"470761541","1992-09-17","1992-09-17","Catalog coverage dates","DC Meeting - Yugoslavia September 17, 1992 16:00 - 17:00 Situation Room","90044-029","Series context and cross-volume routing","Series context","verified","true","1623171","1623171","HTTP Content-Length","Restricted - Possibly","0","0","0","9","9","13","0","8","0","0","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–029, DC Meeting—Yugoslavia September 17, 1992 16:00—17:00 Situation Room.","https://catalog.archives.gov/id/470761541","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-029.pdf"
"470761542","1992-09-23","1992-09-23","Catalog coverage dates","DC Meeting - Yugoslavia September 23, 1992 15:00 - 16:00 Situation Room","90044-030","Series context and cross-volume routing","Series context","verified","true","1765286","1765286","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","10","0","6","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–030, DC Meeting—Yugoslavia September 23, 1992 15:00—16:00 Situation Room.","https://catalog.archives.gov/id/470761542","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-030.pdf"
"470761543","1992-09-28","1992-09-28","Catalog coverage dates","DC Meeting - Somalia September 28, 1992 11:00 - 12:00 Situation Room","90044-031","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","2148019","2148019","HTTP Content-Length","Restricted - Possibly","0","0","0","2","9","8","0","8","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–031, DC Meeting—Somalia September 28, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761543","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-031.pdf"
"470761544","1992-10-01","1992-10-01","Catalog coverage dates","DC Meeting - Yugoslavia October 1, 1992 2:00 - 3:00 Situation Room","90044-032","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","2197009","2197009","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","30","0","13","0","11","0","0","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–032, DC Meeting—Yugoslavia October 1, 1992 2:00—3:00 Situation Room.","https://catalog.archives.gov/id/470761544","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-032.pdf"
"470761545","1992-10-05","1992-10-05","Catalog coverage dates","DC - […] October 5, 1992 16:00 - 17:00 Situation Room","90044-033","Series context and cross-volume routing","Series context","verified","true","568794","568794","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","3","6","0","3","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–033, DC—[…] October 5, 1992 16:00—17:00 Situation Room.","https://catalog.archives.gov/id/470761545","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-033.pdf"
"470761546","1992-10-07","1992-10-07","Catalog coverage dates","DC Meeting - Yugoslavia October 7, 1992 16:30 - 17:30 Situation Room","90044-034","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","1141347","1141347","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","10","0","6","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–034, DC Meeting—Yugoslavia October 7, 1992 16:30—17:30 Situation Room.","https://catalog.archives.gov/id/470761546","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-034.pdf"
"470761547","1992-10-14","1992-10-14","Catalog coverage dates","DC - Georgia October 14, 1992 11:00 - 12:00 Situation Room","90044-035","Series context and cross-volume routing","Series context","verified","true","1150657","1150657","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","10","0","6","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–035, DC—Georgia October 14, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761547","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-035.pdf"
"470761548","1992-10-16","1992-10-16","Catalog coverage dates","DC Meeting - Yugoslavia  - Croatia & Kosovo October 16, 1992 11:00 - 12:00 Situation Room","90044-036","Series context and cross-volume routing","Series context","verified","true","1725080","1725080","HTTP Content-Length","Restricted - Possibly","0","0","0","12","12","15","0","10","0","0","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–036, DC Meeting—Yugoslavia —Croatia & Kosovo October 16, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761548","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-036.pdf"
"470761549","1992-10-21","1992-10-21","Catalog coverage dates","DC Meeting - Somalia October 21, 1992 14:00 - 15:00 Situation Room","90044-037","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","2339878","2339878","HTTP Content-Length","Restricted - Possibly","0","0","0","0","15","13","0","13","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–037, DC Meeting—Somalia October 21, 1992 14:00—15:00 Situation Room.","https://catalog.archives.gov/id/470761549","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-037.pdf"
"470761550","1992-11-01","1992-11-01","Catalog coverage dates","DC - Angola November 1, 1992 1:00 - 2:00 Situation Room","90044-038","Series context and cross-volume routing","Series context","verified","true","515008","515008","HTTP Content-Length","Restricted - Possibly","0","0","0","0","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–038, DC—Angola November 1, 1992 1:00—2:00 Situation Room.","https://catalog.archives.gov/id/470761550","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-038.pdf"
"470761551","1992-11-05","1992-11-05","Catalog coverage dates","DC - Iran Export Controls November 5, 1992 11:00 - 12:00 Situation Room","90044-039","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","2159230","2159230","HTTP Content-Length","Restricted - Possibly","0","0","0","0","13","43","0","11","29","0","3","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–039, DC—Iran Export Controls November 5, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761551","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-039.pdf"
"470761552","1992-11-06","1992-11-06","Catalog coverage dates","DC - Russia November 6, 1992 11:00 - 12:00 Situation Room","90044-040","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","868600","868600","HTTP Content-Length","Restricted - Possibly","0","0","0","0","8","25","0","10","6","0","0","3","6","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–040, DC—Russia November 6, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761552","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-040.pdf"
"470761553","1992-11-19","1992-11-19","Catalog coverage dates","DC - Counternarcotics - Cancelled November 19, 1992 3:00 - 4:00 Situation Room","90044-041","Series context and cross-volume routing","Series context","verified","true","1604444","1604444","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","9","0","6","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90044–041, DC—Counternarcotics—Cancelled November 19, 1992 3:00—4:00 Situation Room.","https://catalog.archives.gov/id/470761553","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90044-041.pdf"
"470761554","1992-11-20","1992-11-20","Catalog coverage dates","DC - Somalia November 20, 1992 11:00 - 12:00 Situation Room","90045-001","Series context and cross-volume routing","Series context","verified","true","1303387","1303387","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","9","8","0","8","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–001, DC—Somalia November 20, 1992 11:00—12:00 Situation Room.","https://catalog.archives.gov/id/470761554","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-001.pdf"
"470761555","1992-12-02","1992-12-02","Catalog coverage dates","Deputies Committee - Somalia 12/2/92 5:00 pm","90045-002","Series context and cross-volume routing","Series context","verified","true","1483760","1483760","HTTP Content-Length","Restricted - Possibly","0","0","0","7","7","6","0","6","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–002, Deputies Committee—Somalia 12/2/92 5:00 pm.","https://catalog.archives.gov/id/470761555","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-002.pdf"
"470761556","1992-12-08","1992-12-08","Catalog coverage dates","DC Meeting - Somalia 12/8/92 11:00 am","90045-003","Series context and cross-volume routing","Series context","verified","true","1013510","1013510","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","5","4","0","4","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–003, DC Meeting—Somalia 12/8/92 11:00 am.","https://catalog.archives.gov/id/470761556","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-003.pdf"
"470761557","1992-12-11","1992-12-11","Catalog coverage dates","DC Meeting - Somalia 12/11/92 11:00 am","90045-004","Series context and cross-volume routing","Series context","verified","true","1125391","1125391","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–004, DC Meeting—Somalia 12/11/92 11:00 am.","https://catalog.archives.gov/id/470761557","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-004.pdf"
"470761558","1992-12-15","1992-12-15","Catalog coverage dates","DC Meeting - Somalia 12/15/92 11:00 am","90045-005","Series context and cross-volume routing","Series context","verified","true","1066531","1066531","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–005, DC Meeting—Somalia 12/15/92 11:00 am.","https://catalog.archives.gov/id/470761558","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-005.pdf"
"470761559","1992-12-17","1992-12-17","Catalog coverage dates","DC - Annual Review of Covert Actions 12/17/92 3:30","90045-006","Series context and cross-volume routing","Series context","verified","true","891152","891152","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","5","0","3","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–006, DC—Annual Review of Covert Actions 12/17/92 3:30.","https://catalog.archives.gov/id/470761559","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-006.pdf"
"470761560","1992-12-19","1992-12-19","Catalog coverage dates","Deputies Committee (SVTS) Somalia 12/19/92 10:00","90045-007","Series context and cross-volume routing","Series context","verified","true","459693","459693","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–007, Deputies Committee (SVTS) Somalia 12/19/92 10:00.","https://catalog.archives.gov/id/470761560","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-007.pdf"
"470761561","1992-12-22","1992-12-22","Catalog coverage dates","DC Meeting - Korea 12/22/92 11:00 am","90045-008","Series context and cross-volume routing","Series context","verified","true","1185542","1185542","Catalog objectFileSize","Restricted - Possibly","0","0","0","1","11","10","0","10","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–008, DC Meeting—Korea 12/22/92 11:00 am.","https://catalog.archives.gov/id/470761561","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-008.pdf"
"470761562","1992-12-23","1992-12-23","Opening withdrawal sheet","NSC Meeting - Annual Review of Covert Action Programs","90045-009","Series context and cross-volume routing","Series context","verified","true","544334","544334","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–009, NSC Meeting—Annual Review of Covert Action Programs.","https://catalog.archives.gov/id/470761562","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-009.pdf"
"470761563","1992-12-23","1992-12-23","Catalog coverage dates","DC Meeting - Somalia 12/23/92 2:00","90045-010","Series context and cross-volume routing","Series context","verified","true","1397879","1397879","HTTP Content-Length","Restricted - Possibly","0","0","0","2","6","5","0","5","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–010, DC Meeting—Somalia 12/23/92 2:00.","https://catalog.archives.gov/id/470761563","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-010.pdf"
"470761564","1992-12-29","1992-12-29","Catalog coverage dates","DC Meeting - Relay Station 12/29/92 11:00","90045-011","Series context and cross-volume routing","Series context","verified","true","943279","943279","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","8","7","0","7","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–011, DC Meeting—Relay Station 12/29/92 11:00.","https://catalog.archives.gov/id/470761564","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-011.pdf"
"470761565","1992-12-30","1992-12-30","Catalog coverage dates","DC Meeting - Somalia 12/30/92 2:00","90045-012","Series context and cross-volume routing","Series context","verified","true","1038889","1038889","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","4","0","4","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–012, DC Meeting—Somalia 12/30/92 2:00.","https://catalog.archives.gov/id/470761565","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-012.pdf"
"470761566","1993-01-05","1993-01-05","Meeting sheet corrects the folder year","DC Meeting - Somalia 1/5/92 11:00","90045-013","Series context and cross-volume routing","Series context","verified","true","530790","530790","HTTP Content-Length","Restricted - Possibly","0","0","0","0","3","2","0","2","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–013, DC Meeting—Somalia 1/5/92 11:00.","https://catalog.archives.gov/id/470761566","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-013.pdf"
"470761567","1993-01-06","1993-01-06","Catalog coverage dates","DC Meeting - Yugoslavia 1/6/93 4:00","90045-014","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","1769181","1769181","HTTP Content-Length","Restricted - Possibly","0","0","0","0","14","23","0","12","0","6","0","0","5","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–014, DC Meeting—Yugoslavia 1/6/93 4:00.","https://catalog.archives.gov/id/470761567","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-014.pdf"
"470761568","1993-01-08","1993-01-08","Catalog coverage dates","DC Meeting 1/8/93","90045-015","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","1017412","1017412","HTTP Content-Length","Restricted - Possibly","0","0","0","0","6","8","0","5","2","1","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–015, DC Meeting 1/8/93.","https://catalog.archives.gov/id/470761568","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-015.pdf"
"470761569","1993-01-12","1993-01-12","Catalog coverage dates","DC Meeting - Somalia 1/12/93 4:30 Situation Room","90045-016","Series context and cross-volume routing","Series context","verified","true","663608","663608","HTTP Content-Length","Restricted - Possibly","0","0","0","0","5","4","0","4","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–016, DC Meeting—Somalia 1/12/93 4:30 Situation Room.","https://catalog.archives.gov/id/470761569","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-016.pdf"
"470761570","1993-01-14","1993-01-14","Catalog coverage dates","DC Meeting - Yugoslavia 1/14/93 11:00","90045-017","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","716334","716334","HTTP Content-Length","Restricted - Possibly","0","0","0","0","7","10","0","6","0","2","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–017, DC Meeting—Yugoslavia 1/14/93 11:00.","https://catalog.archives.gov/id/470761570","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-017.pdf"
"470761571","9999-12-31","9999-12-31","Date not established","Room Reservation Forms","90045-018","Series context and cross-volume routing","Series context","verified","true","470527","470527","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–018, Room Reservation Forms.","https://catalog.archives.gov/id/470761571","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-018.pdf"
"470761572","9999-12-31","9999-12-31","Date not established","DC Meetings - Bush [1]","90045-019","Series context and cross-volume routing","Series context","verified","true","8784102","8784102","HTTP Content-Length","Restricted - Possibly","0","0","0","33","21","30","0","19","6","0","5","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Follow-up Files, OA/ID 90045–019, DC Meetings—Bush [1].","https://catalog.archives.gov/id/470761572","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_Foll-up_312294094/41-bpr-nsc-hfiles-dc_mtgs_foll_up-90045-019.pdf"
