"naid","workingStartDate","workingEndDate","dateBasis","title","localId","chapter","routing","markerStatus","hasOnlinePdf","pdfBytes","catalogPdfBytes","pdfByteBasis","accessStatus","memosToPresident","memosToScowcroft","memorandaOfConversation","meetingRecords","withdrawalSheets","economicSignalTotal","economySignals","financeSignals","tradeSignals","assistanceSanctionsSignals","energySignals","agricultureSignals","treasurySignals","archivalLocator","catalogUrl","pdfUrl"
"470761389","1992-07-01","1992-07-01","Catalog coverage dates","NSC/DC 361 - July 01, 1992 - NSC/DC Meeting on Iraq, Keywords: Iraq","90022-024","Series context and cross-volume routing","Series context","verified","true","6929446","6929446","HTTP Content-Length","Restricted - Possibly","0","0","0","4","6","44","0","6","4","32","1","1","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–024, NSC/DC 361—July 01, 1992—NSC/DC Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761389","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-361-90022-024.pdf"
"470761390","1992-07-09","1992-07-09","Catalog coverage dates","NSC/DC 362 - July 09, 1992 - NSC/DC Meeting on Counternarcotics, Keywords: Counternarcotics","90022-025","Series context and cross-volume routing","Series context","verified","true","12613398","12613398","HTTP Content-Length","Restricted - Possibly","0","0","0","37","32","42","0","28","0","0","0","0","14","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90022–025, NSC/DC 362—July 09, 1992—NSC/DC Meeting on Counternarcotics, Keywords: Counternarcotics.","https://catalog.archives.gov/id/470761390","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-362-90022-025.pdf"
"470761391","1992-07-10","1992-07-10","Catalog coverage dates","NSC/DC 363 - July 10, 1992 - NSC/DC Meeting on NATO Role in Assistance to Bosnia, Keywords: Bosnia-Herzegovina, NATO","90023-001","Series context and cross-volume routing","Series context","verified","true","5921240","5921240","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","14","0","7","0","7","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–001, NSC/DC 363—July 10, 1992—NSC/DC Meeting on NATO Role in Assistance to Bosnia, Keywords: Bosnia-Herzegovina, NATO.","https://catalog.archives.gov/id/470761391","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-363-90023-001.pdf"
"470761392","1992-07-10","1992-07-10","Catalog coverage dates","NSC/DC 364 - July 10, 1992 - NSC/DC Meeting on Iraq, Keywords: Iraq","90023-002","Series context and cross-volume routing","Series context","verified","true","4037619","4037619","Catalog objectFileSize","Restricted - Possibly","0","0","0","29","8","14","0","7","0","1","0","6","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–002, NSC/DC 364—July 10, 1992—NSC/DC Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761392","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-364-90023-002.pdf"
"470761393","1992-07-16","1992-07-16","Catalog coverage dates","NSC/DC 365 - July 16, 1992 - NSC/DC Meeting on Colombia Counternarcotics Programs, Keywords: Counternarcotics, Colombia","90023-003","Series context and cross-volume routing","Series context","verified","true","18759807","18759808","HTTP Content-Length","Restricted - Possibly","0","0","0","25","32","38","0","28","0","0","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–003, NSC/DC 365—July 16, 1992—NSC/DC Meeting on Colombia Counternarcotics Programs, Keywords: Counternarcotics, Colombia.","https://catalog.archives.gov/id/470761393","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-365-90023-003.pdf"
"470761394","1992-07-17","1992-07-17","Catalog coverage dates","NSC/DC 366 - July 17, 1992 - NSC/DC Meeting on Humanitarian Aid to Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina","90023-004","Series context and cross-volume routing","Series context","verified","true","4171378","4171378","HTTP Content-Length","Restricted - Possibly","0","0","0","0","1","4","0","0","0","4","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–004, NSC/DC 366—July 17, 1992—NSC/DC Meeting on Humanitarian Aid to Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina.","https://catalog.archives.gov/id/470761394","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-366-90023-004.pdf"
"470761395","1992-07-27","1992-07-27","Catalog coverage dates","NSC/DC 366A - July 27, 1992 - Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS)","90023-005","Series context and cross-volume routing","Series context","verified","true","400460","400460","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–005, NSC/DC 366A—July 27, 1992—Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS).","https://catalog.archives.gov/id/470761395","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-366a-90023-005.pdf"
"470761396","1992-07-28","1992-07-28","Catalog coverage dates","NSC/DC 366B - July 28, 1992 - Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS)","90023-006","Series context and cross-volume routing","Series context","verified","true","409334","409334","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–006, NSC/DC 366B—July 28, 1992—Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS).","https://catalog.archives.gov/id/470761396","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-366b-90023-006.pdf"
"470761397","1992-07-29","1992-07-29","Catalog coverage dates","NSC/DC 367 - July 29, 1992 - Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina","90023-007","Series context and cross-volume routing","Series context","verified","true","2674705","2674705","HTTP Content-Length","Restricted - Possibly","0","0","0","0","9","8","0","8","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–007, NSC/DC 367—July 29, 1992—Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina.","https://catalog.archives.gov/id/470761397","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-367-90023-007.pdf"
"470761398","1992-08-04","1992-08-04","Catalog coverage dates","NSC/DC 367A - August 04, 1992 - Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS)","90023-008","Series context and cross-volume routing","Series context","verified","true","416272","416272","HTTP Content-Length","Restricted - Possibly","0","0","0","0","0","0","0","0","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–008, NSC/DC 367A—August 04, 1992—Small Group Meeting on Iraq, Keywords: Iraq (File located @ NLMS).","https://catalog.archives.gov/id/470761398","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-367a-90023-008.pdf"
"470761399","1992-08-08","1992-08-08","Catalog coverage dates","NSC/DC 368 - August 08, 1992 - Small Group Meeting on Iraq, Keywords: Iraq","90023-009","Series context and cross-volume routing","Series context","verified","true","3885156","3885156","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","4","3","0","3","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–009, NSC/DC 368—August 08, 1992—Small Group Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761399","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-368-90023-009.pdf"
"470761400","1992-08-10","1992-08-10","Catalog coverage dates","NSC/DC 368A - August 10, 1992 - Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina","90023-010","Series context and cross-volume routing","Series context","verified","true","7404860","7404860","HTTP Content-Length","Restricted - Possibly","0","0","0","1","12","18","0","10","0","8","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–010, NSC/DC 368A—August 10, 1992—Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina.","https://catalog.archives.gov/id/470761400","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-368a-90023-010.pdf"
"470761401","1992-08-12","1992-08-12","Catalog coverage dates","NSC/DC 369 - August 12, 1992 - Small Group Meeting on Iraq, Keywords: Iraq","90023-011","Series context and cross-volume routing","Series context","verified","true","3121433","3121433","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–011, NSC/DC 369—August 12, 1992—Small Group Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761401","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-369-90023-011.pdf"
"470761402","1992-08-13","1992-08-13","Catalog coverage dates","NSC/DC 369A - August 13, 1992 - Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina","90023-012","Series context and cross-volume routing","Series context","verified","true","7291026","7291026","HTTP Content-Length","Restricted - Possibly","0","0","0","1","14","32","0","12","17","3","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–012, NSC/DC 369A—August 13, 1992—Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina.","https://catalog.archives.gov/id/470761402","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-369a-90023-012.pdf"
"470761403","1992-08-14","1992-08-14","Catalog coverage dates","NSC/DC 370 - August 14, 1992 - NSC/DC Meeting on Somalia, Keywords: Somalia","90023-013","Series context and cross-volume routing","Series context","verified","true","22492198","22492198","HTTP Content-Length","Restricted - Possibly","0","0","0","44","19","27","0","20","1","0","0","6","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–013, NSC/DC 370—August 14, 1992—NSC/DC Meeting on Somalia, Keywords: Somalia.","https://catalog.archives.gov/id/470761403","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-370-90023-013.pdf"
"470761404","1992-08-20","1992-08-20","Catalog coverage dates","NSC/DC 371 - August 20, 1992 - NSC/DC Meeting on Somalia, Keywords: Somalia","90023-014","Series context and cross-volume routing","Series context","verified","true","18523613","18523612","HTTP Content-Length","Restricted - Possibly","0","1","0","29","17","17","2","15","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–014, NSC/DC 371—August 20, 1992—NSC/DC Meeting on Somalia, Keywords: Somalia.","https://catalog.archives.gov/id/470761404","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-371-90023-014.pdf"
"470761405","1992-08-21","1992-08-21","Catalog coverage dates","NSC/DC 371A - August 21, 1992 - Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina","90023-015","Series context and cross-volume routing","Series context","verified","true","3150100","3150100","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","8","0","3","0","5","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–015, NSC/DC 371A—August 21, 1992—Small Group Meeting on Bosnia-Herzegovina, Keywords: Bosnia-Herzegovina.","https://catalog.archives.gov/id/470761405","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-371a-90023-015.pdf"
"470761406","1992-08-24","1992-08-24","Catalog coverage dates","NSC/DC 372 - August 24, 1992 - Small Group Meeting on Iraq, Keywords: Iraq","90023-016","Series context and cross-volume routing","Series context","verified","true","474269","474269","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–016, NSC/DC 372—August 24, 1992—Small Group Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761406","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-372-90023-016.pdf"
"470761408","1992-08-28","1992-08-28","Catalog coverage dates","NSC/DC 373 - August 28, 1992 - Small Group Meeting on Iraq, Keywords: Iraq","90023-017","Series context and cross-volume routing","Series context","verified","true","463303","463303","HTTP Content-Length","Restricted - Possibly","0","0","0","0","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–017, NSC/DC 373—August 28, 1992—Small Group Meeting on Iraq, Keywords: Iraq.","https://catalog.archives.gov/id/470761408","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-373-90023-017.pdf"
"470761409","1992-09-04","1992-09-04","Catalog coverage dates","NSC/DC 374 - September 04, 1992 - NSC/DC Meeting on Somalia, Keywords: Somalia","90023-018","Series context and cross-volume routing","Series context","verified","true","22735205","22735204","HTTP Content-Length","Restricted - Possibly","0","2","0","35","21","46","3","18","2","3","2","18","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–018, NSC/DC 374—September 04, 1992—NSC/DC Meeting on Somalia, Keywords: Somalia.","https://catalog.archives.gov/id/470761409","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-374-90023-018.pdf"
"470761410","1992-09-09","1992-09-09","Catalog coverage dates","NSC/DC 375 - September 09, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-019","Series context and cross-volume routing","Series context","verified","true","4355966","4355966","HTTP Content-Length","Restricted - Possibly","0","0","0","24","5","6","0","4","0","0","0","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–019, NSC/DC 375—September 09, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761410","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-375-90023-019.pdf"
"470761411","1992-09-11","1992-09-11","Catalog coverage dates","NSC/DC 376 - September 11, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-020","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","14727171","14727171","HTTP Content-Length","Restricted - Possibly","0","0","0","29","20","59","2","18","0","9","4","0","26","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–020, NSC/DC 376—September 11, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761411","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-376-90023-020.pdf"
"470761412","1992-09-17","1992-09-17","Catalog coverage dates","NSC/DC 377 - September 17, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-021","Series context and cross-volume routing","Series context","verified","true","7341401","7341401","HTTP Content-Length","Restricted - Possibly","0","0","0","29","15","24","0","13","0","1","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–021, NSC/DC 377—September 17, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761412","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-377-90023-021.pdf"
"470761413","1992-09-23","1992-09-23","Catalog coverage dates","NSC/DC 378 - September 23, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-022","Series context and cross-volume routing","Series context","verified","true","7854273","7854273","HTTP Content-Length","Restricted - Possibly","0","0","0","20","4","7","0","3","0","0","0","0","4","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–022, NSC/DC 378—September 23, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761413","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-378-90023-022.pdf"
"470761414","1992-09-28","1992-09-28","Catalog coverage dates","NSC/DC 379 - September 28, 1992 - NSC/DC Meeting on Somalia, Keywords: Somalia","90023-023","Series context and cross-volume routing","Series context","verified","true","19024831","19024832","HTTP Content-Length","Restricted - Possibly","0","0","0","34","15","15","0","14","1","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–023, NSC/DC 379—September 28, 1992—NSC/DC Meeting on Somalia, Keywords: Somalia.","https://catalog.archives.gov/id/470761414","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-379-90023-023.pdf"
"470761415","1992-10-01","1992-10-01","Catalog coverage dates","NSC/DC 380 - October 01, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-024","Strategic Trade, Technology, and Investment Controls","Boundary review","verified","true","17909432","17909432","HTTP Content-Length","Restricted - Possibly","0","0","0","22","17","349","10","34","58","156","49","8","34","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–024, NSC/DC 380—October 01, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761415","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-380-90023-024.pdf"
"470761416","1992-10-07","1992-10-07","Catalog coverage dates","NSC/DC 381 - October 07, 1992 - NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia","90023-025","Series context and cross-volume routing","Series context","verified","true","4649565","4649565","HTTP Content-Length","Restricted - Possibly","0","0","0","12","4","6","0","3","0","0","0","0","3","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–025, NSC/DC 381—October 07, 1992—NSC/DC Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761416","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-381-90023-025.pdf"
"470761417","1992-10-15","1992-10-15","Catalog coverage dates","NSC/DC 382 - October 15, 1992 - Small Group Meeting on Yugoslavia, Keywords: Yugoslavia","90023-026","Series context and cross-volume routing","Series context","verified","true","1509479","1509479","Catalog objectFileSize","Restricted - Possibly","0","0","0","0","5","4","0","4","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–026, NSC/DC 382—October 15, 1992—Small Group Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761417","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-382-90023-026.pdf"
"470761418","1992-10-16","1992-10-16","Catalog coverage dates","NSC/DC 383 - October 16, 1992 - NSC/DC Meeting on Croatia / Kosovo and Yugoslavia, Keywords: Croatia, Yugoslavia","90023-027","Series context and cross-volume routing","Series context","verified","true","13221700","13221700","HTTP Content-Length","Restricted - Possibly","0","0","0","31","18","39","3","17","0","9","0","0","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–027, NSC/DC 383—October 16, 1992—NSC/DC Meeting on Croatia / Kosovo and Yugoslavia, Keywords: Croatia, Yugoslavia.","https://catalog.archives.gov/id/470761418","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-383-90023-027.pdf"
"470761419","1992-10-20","1992-10-20","Catalog coverage dates","NSC/DC 384 - October 20, 1992 - Small Group Meeting on Tajikistan, Keywords: Tajikistan","90023-028","Series context and cross-volume routing","Series context","verified","true","4378321","4378321","Catalog objectFileSize","Restricted - Possibly","0","0","0","9","5","5","0","4","0","0","0","1","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–028, NSC/DC 384—October 20, 1992—Small Group Meeting on Tajikistan, Keywords: Tajikistan.","https://catalog.archives.gov/id/470761419","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-384-90023-028.pdf"
"470761420","1992-10-21","1992-10-21","Catalog coverage dates","NSC/DC 385 - October 21, 1992 - NSC/DC Meeting on Somalia, Keywords: Somalia","90023-029","Monetary Policy, Debt, and International Institutions","Boundary review","verified","true","18629498","18629498","HTTP Content-Length","Restricted - Possibly","0","0","0","13","12","55","2","16","2","3","0","32","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–029, NSC/DC 385—October 21, 1992—NSC/DC Meeting on Somalia, Keywords: Somalia.","https://catalog.archives.gov/id/470761420","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-385-90023-029.pdf"
"470761421","1992-11-01","1992-11-01","Catalog coverage dates","NSC/DC 386 - November 01, 1992 - NSC/DC Meeting on Angola, Keywords: Angola","90023-030","Series context and cross-volume routing","Series context","verified","true","1352658","1352658","HTTP Content-Length","Restricted - Possibly","0","0","0","2","2","1","0","1","0","0","0","0","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–030, NSC/DC 386—November 01, 1992—NSC/DC Meeting on Angola, Keywords: Angola.","https://catalog.archives.gov/id/470761421","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-386-90023-030.pdf"
"470761422","1992-11-03","1992-11-03","Catalog coverage dates","NSC/DC 387 - November 03, 1992 - Small Group Meeting on Yugoslavia, Keywords: Yugoslavia","90023-031","Series context and cross-volume routing","Series context","verified","true","5872965","5872965","HTTP Content-Length","Restricted - Possibly","0","0","0","19","5","16","0","4","0","11","0","0","1","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–031, NSC/DC 387—November 03, 1992—Small Group Meeting on Yugoslavia, Keywords: Yugoslavia.","https://catalog.archives.gov/id/470761422","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-387-90023-031.pdf"
"470761423","1992-11-05","1992-11-05","Catalog coverage dates","NSC/DC 388 - November 05, 1992 - NSC/DC Meeting on Iran and COCOM Cooperative Forum, Keywords: Iran, COCOM [1]","90023-032","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","9213798","9213798","HTTP Content-Length","Restricted - Possibly","0","0","0","2","11","125","1","9","102","7","5","1","0","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–032, NSC/DC 388—November 05, 1992—NSC/DC Meeting on Iran and COCOM Cooperative Forum, Keywords: Iran, COCOM [1].","https://catalog.archives.gov/id/470761423","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-388_1-90023-032.pdf"
"470761424","1992-11-05","1992-11-05","Catalog coverage dates","NSC/DC 388 - November 05, 1992 - NSC/DC Meeting on Iran and COCOM Cooperative Forum, Keywords: Iran, COCOM [2]","90023-033","Strategic Trade, Technology, and Investment Controls","Volume XXX review","verified","true","4922694","4922694","HTTP Content-Length","Restricted - Possibly","0","0","0","8","20","290","19","26","239","0","4","0","2","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–033, NSC/DC 388—November 05, 1992—NSC/DC Meeting on Iran and COCOM Cooperative Forum, Keywords: Iran, COCOM [2].","https://catalog.archives.gov/id/470761424","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-388_2-90023-033.pdf"
"470761425","1992-11-06","1992-11-06","Catalog coverage dates","NSC/DC 389 - November 06, 1992 - NSC/DC Meeting on U.S. Policy toward Russia, Keywords: Russia, Economic Assistance, IMF","90023-034","Transition Economies and International Economic Strategy","Volume XXX review","verified","true","5825717","5825717","HTTP Content-Length","Restricted - Possibly","0","0","0","0","4","172","23","83","27","15","4","10","10","George H.W. Bush Library, Bush Presidential Records, National Security Council, H-Files, NSC/DC Meetings Files, OA/ID 90023–034, NSC/DC 389—November 06, 1992—NSC/DC Meeting on U.S. Policy toward Russia, Keywords: Russia, Economic Assistance, IMF.","https://catalog.archives.gov/id/470761425","https://catalog.archives.gov/medialz/presidential-libraries/bush/gb-nsc/H-Files/NSC-DC_Mtgs_312294079/41-bpr-nsc-hfiles-dc_mtgs-389-90023-034.pdf"
